CLIENT_IP,CLIENT_CITY,CLIENT_REGION,CLIENT_COUNTRY,ISP,CLIENT_LATITUDE,CLIENT_LONGITUDE,TEST_DATE,SERVER_NAME,DOWNLOAD_KBPS,UPLOAD_KBPS,LATENCY,CLIENT_BROWSER,CLIENT_OPERATING_SYSTEM,USER_AGENT
79.31.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/2/2016 14:52:15 GMT",Turin,3492,367,46,"Firefox 43.0","Windows 7","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:43.0) Gecko/20100101 Firefox/43.0"
93.39.*.*,Turin,12,Italy,Fastweb,45.0705,7.6868,"1/2/2016 14:52:56 GMT",Turin,10675,869,27,"Internet Explorer 11.0","Windows 7","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko"
80.180.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/2/2016 14:53:32 GMT",Turin,6220,282,110,"Firefox 24.0","Mac OS X","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.8; rv:24.0) Gecko/20100101 Firefox/24.0"
93.38.*.*,Alessandria,12,Italy,Fastweb,44.9,8.6167,"1/2/2016 14:54:15 GMT",Turin,10263,882,19,"Chrome 42.0.2311.135","Windows ","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.10240"
80.117.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/2/2016 14:54:25 GMT",Turin,7062,836,36,"Firefox 43.0","Windows 7","Mozilla/5.0 (Windows NT 6.1; rv:43.0) Gecko/20100101 Firefox/43.0"
95.249.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/2/2016 14:54:44 GMT",Turin,2486,404,41,"Firefox 43.0","Windows XP","Mozilla/5.0 (Windows NT 5.1; rv:43.0) Gecko/20100101 Firefox/43.0"
87.4.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/2/2016 14:55:39 GMT",Turin,4367,405,34,"Firefox 43.0","Windows ","Mozilla/5.0 (Windows NT 10.0; WOW64; rv:43.0) Gecko/20100101 Firefox/43.0"
93.38.*.*,Alessandria,12,Italy,Fastweb,44.9,8.6167,"1/2/2016 14:55:51 GMT",Turin,10395,833,20,"Chrome 42.0.2311.135","Windows ","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.10240"
94.125.*.*,Rubiana,12,Italy,"PSA S.r.l.",45.1333,7.3833,"1/2/2016 14:56:03 GMT",Turin,2325,191,129,"Chrome 46.0.2490.80","Windows XP","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.80 Safari/537.36"
79.27.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/2/2016 14:56:12 GMT",Turin,6750,399,50,"Firefox 43.0","Windows 7","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:43.0) Gecko/20100101 Firefox/43.0"
87.0.*.*,Novara,12,Italy,"Telecom Italia",45.4667,8.6333,"1/2/2016 14:56:16 GMT",Turin,5808,587,47,"Internet Explorer 11.0","Windows 7","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko"
87.14.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/2/2016 14:56:18 GMT",Turin,1013,869,36,"Internet Explorer 11.0","Windows ","Mozilla/5.0 (Windows NT 10.0; Trident/7.0; rv:11.0) like Gecko"
93.39.*.*,Turin,12,Italy,Fastweb,45.0705,7.6868,"1/2/2016 14:56:25 GMT",Turin,38172,8485,7,"Firefox 43.0","Windows ","Mozilla/5.0 (Windows NT 6.2; WOW64; rv:43.0) Gecko/20100101 Firefox/43.0"
2.230.*.*,Rivoli,12,Italy,Fastweb,45.0621,7.5277,"1/2/2016 14:57:31 GMT",Turin,1627,561,31,"Chrome 47.0.2526.106","Mac OS X","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
87.14.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/2/2016 14:57:46 GMT",Turin,6830,824,29,"Internet Explorer 11.0","Windows ","Mozilla/5.0 (Windows NT 10.0; Trident/7.0; rv:11.0) like Gecko"
87.13.*.*,Caluso,12,Italy,"Telecom Italia",45.2853,7.8934,"1/2/2016 14:57:50 GMT",Turin,4233,236,678,"Chrome 47.0.2526.106","Mac OS X","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
87.4.*.*,Volvera,12,Italy,"Telecom Italia",44.9667,7.5167,"1/2/2016 14:58:25 GMT",Turin,955,374,41,"Firefox 43.0","Windows ","Mozilla/5.0 (Windows NT 10.0; WOW64; rv:43.0) Gecko/20100101 Firefox/43.0"
93.38.*.*,Rome,07,Italy,Fastweb,41.9,12.4833,"1/2/2016 14:58:28 GMT",Turin,20176,10077,22,"Chrome 45.0.2454.101","Windows 7","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.101 Safari/537.36"
93.47.*.*,Turin,12,Italy,Fastweb,45.0705,7.6868,"1/2/2016 14:58:30 GMT",Turin,10561,8487,23,"Firefox 43.0","Windows ","Mozilla/5.0 (Windows NT 10.0; WOW64; rv:43.0) Gecko/20100101 Firefox/43.0"
87.8.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/2/2016 14:59:00 GMT",Turin,8435,351,455,"Firefox 43.0","Windows 7","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:43.0) Gecko/20100101 Firefox/43.0"
195.32.*.*,Chieri,12,Italy,"Officine Informatiche Srl",45.0105,7.8213,"1/2/2016 14:59:17 GMT",Turin,781,933,91,"Internet Explorer 8.0","Windows 7","Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E)"
79.25.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/2/2016 14:59:22 GMT",Turin,28030,3019,14,"Chrome 47.0.2526.106","Windows ","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
87.8.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/2/2016 14:59:54 GMT",Turin,6455,402,40,"Firefox 43.0","Windows 7","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:43.0) Gecko/20100101 Firefox/43.0"
87.14.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/2/2016 14:59:55 GMT",Turin,3259,882,35,"Internet Explorer 11.0","Windows ","Mozilla/5.0 (Windows NT 10.0; Trident/7.0; rv:11.0) like Gecko"
95.249.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/2/2016 15:00:12 GMT",Turin,4585,432,43,"Firefox 43.0","Windows XP","Mozilla/5.0 (Windows NT 5.1; rv:43.0) Gecko/20100101 Firefox/43.0"
87.0.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/2/2016 15:00:49 GMT",Turin,19803,2678,21,"Chrome 47.0.2526.106","Mac OS X","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
95.249.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/2/2016 15:00:56 GMT",Turin,3743,409,42,"Firefox 43.0","Windows XP","Mozilla/5.0 (Windows NT 5.1; rv:43.0) Gecko/20100101 Firefox/43.0"
95.249.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/2/2016 15:01:44 GMT",Turin,2186,349,39,"Firefox 43.0","Windows XP","Mozilla/5.0 (Windows NT 5.1; rv:43.0) Gecko/20100101 Firefox/43.0"
195.32.*.*,Bibiana,12,Italy,"Officine Informatiche Srl",44.7989,7.2882,"1/2/2016 15:02:17 GMT",Turin,2977,1770,18,"Chrome 47.0.2526.106","Windows 7","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
87.14.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/2/2016 15:02:27 GMT",Turin,2584,868,30,"Internet Explorer 11.0","Windows ","Mozilla/5.0 (Windows NT 10.0; Trident/7.0; rv:11.0) like Gecko"
2.33.*.*,Alessandria,12,Italy,"Vodafone Italia DSL",44.9,8.6167,"1/2/2016 15:04:09 GMT",Turin,5755,125,249,"Chrome 47.0.2526.106","Windows ","Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
94.125.*.*,Bardonecchia,12,Italy,"PSA S.r.l.",45.0746,6.6989,"1/2/2016 15:05:38 GMT",Turin,63549,29213,11,"Safari 9.0.2","Mac OS X","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
77.108.*.*,Canale,12,Italy,"B.B.Bell SPA",44.7953,7.9937,"1/2/2016 15:06:23 GMT",Turin,3872,345,13,"Chrome 47.0.2526.106","Windows 7","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
77.242.*.*,Miagliano,12,Italy,"Citta' Studi S.p.A.",45.6135,8.0447,"1/2/2016 15:09:11 GMT",Turin,12740,1076,20,"Firefox 43.0","Windows ","Mozilla/5.0 (Windows NT 10.0; WOW64; rv:43.0) Gecko/20100101 Firefox/43.0"
93.32.*.*,Turin,12,Italy,Fastweb,45.0705,7.6868,"1/2/2016 15:09:50 GMT",Turin,5792,876,27,"Internet Explorer 11.0","Windows 7","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko"
87.9.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/2/2016 15:10:26 GMT",Turin,252,219,111,"Firefox 43.0","Windows ","Mozilla/5.0 (Windows NT 10.0; rv:43.0) Gecko/20100101 Firefox/43.0"
87.13.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/2/2016 15:10:59 GMT",Turin,6763,405,48,"Internet Explorer 11.0","Windows 7","Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko"
79.24.*.*,Novara,12,Italy,"Telecom Italia",45.4667,8.6333,"1/2/2016 15:12:32 GMT",Turin,28466,2972,28,"Firefox 43.0","Mac OS X","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.11; rv:43.0) Gecko/20100101 Firefox/43.0"
82.52.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/2/2016 15:13:32 GMT",Turin,562,356,39,"Chrome 47.0.2526.106","Windows ","Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
2.233.*.*,Turin,12,Italy,Fastweb,45.0705,7.6868,"1/2/2016 15:14:58 GMT",Turin,3893,9649,9,"Chrome 47.0.2526.106","Windows ","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
93.51.*.*,Turin,12,Italy,Fastweb,45.0705,7.6868,"1/2/2016 15:15:13 GMT",Turin,4401,154,27,"Safari 9.0.2","Mac OS X","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
87.14.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/2/2016 15:16:50 GMT",Turin,10471,673,31,"Internet Explorer 11.0","Windows ","Mozilla/5.0 (Windows NT 10.0; Trident/7.0; rv:11.0) like Gecko"
87.14.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/2/2016 15:18:43 GMT",Turin,8979,844,27,"Internet Explorer 11.0","Windows ","Mozilla/5.0 (Windows NT 10.0; Trident/7.0; rv:11.0) like Gecko"
87.4.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/2/2016 15:19:54 GMT",Turin,6798,292,39,"Chrome 47.0.2526.106","Windows ","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
87.13.*.*,"Vado Ligure",08,Italy,"Telecom Italia",44.2922,8.4141,"1/2/2016 15:20:27 GMT",Turin,2845,191,435,"Firefox 43.0","Windows 7","Mozilla/5.0 (Windows NT 6.1; rv:43.0) Gecko/20100101 Firefox/43.0"
2.34.*.*,Turin,12,Italy,"Vodafone Italia DSL",45.0705,7.6868,"1/2/2016 15:20:29 GMT",Turin,7913,782,52,"Firefox 43.0","Windows XP","Mozilla/5.0 (Windows NT 5.1; rv:43.0) Gecko/20100101 Firefox/43.0"
87.13.*.*,Caluso,12,Italy,"Telecom Italia",45.2853,7.8934,"1/2/2016 15:20:29 GMT",Turin,3994,281,532,"Chrome 47.0.2526.106","Mac OS X","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
82.52.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/2/2016 15:21:24 GMT",Turin,706,386,39,"Chrome 47.0.2526.106","Windows ","Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
195.32.*.*,Marentino,12,Italy,"Officine Informatiche Srl",45.0338,7.8661,"1/2/2016 15:21:36 GMT",Turin,7432,1812,37,"Internet Explorer 10.0","Windows 7","Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0)"
2.238.*.*,Rivoli,12,Italy,Fastweb,45.0621,7.5277,"1/2/2016 15:21:55 GMT",Turin,8770,978,32,"Chrome 47.0.2526.106","Windows ","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
82.58.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/2/2016 15:23:41 GMT",Turin,6817,375,38,"Chrome 47.0.2526.106","Windows ","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
176.65.*.*,Turin,12,Italy,"Elsynet S.r.l.",45.0705,7.6868,"1/2/2016 15:24:29 GMT",Turin,3026,465,43,"Chrome 47.0.2526.106","Windows 7","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
82.52.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/2/2016 15:25:09 GMT",Turin,4083,779,37,"Chrome 47.0.2526.106","Windows ","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
93.49.*.*,Turin,12,Italy,Fastweb,45.0705,7.6868,"1/2/2016 15:25:13 GMT",Turin,14142,799,28,"Chrome 47.0.2526.106","Windows 7","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
94.125.*.*,Rubiana,12,Italy,"PSA S.r.l.",45.1333,7.3833,"1/2/2016 15:26:29 GMT",Turin,45543,9735,11,"Chrome 47.0.2526.106","Windows ","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
93.39.*.*,Turin,12,Italy,Fastweb,45.0705,7.6868,"1/2/2016 15:26:31 GMT",Turin,20197,10046,24,"Firefox 43.0","Windows 7","Mozilla/5.0 (Windows NT 6.1; rv:43.0) Gecko/20100101 Firefox/43.0"
79.20.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/2/2016 15:27:02 GMT",Turin,5052,379,44,"Chrome 46.0.2490.86","Windows ","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36"
93.39.*.*,Turin,12,Italy,Fastweb,45.0705,7.6868,"1/2/2016 15:27:10 GMT",Turin,24409,9805,27,"Chrome 47.0.2526.106","Windows Vista","Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
87.4.*.*,Imperia,08,Italy,"Telecom Italia",43.8833,8.05,"1/2/2016 15:27:12 GMT",Turin,633,359,45,"Firefox 43.0","Windows XP","Mozilla/5.0 (Windows NT 5.1; rv:43.0) Gecko/20100101 Firefox/43.0"
87.13.*.*,"Vado Ligure",08,Italy,"Telecom Italia",44.2922,8.4141,"1/2/2016 15:28:02 GMT",Turin,4747,217,368,"Firefox 43.0","Windows 7","Mozilla/5.0 (Windows NT 6.1; rv:43.0) Gecko/20100101 Firefox/43.0"
82.60.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/2/2016 15:28:42 GMT",Turin,2304,94,80,"Firefox 42.0","Linux ","Mozilla/5.0 (X11; Linux x86_64; rv:42.0) Gecko/20100101 Firefox/42.0"
94.34.*.*,Turin,12,Italy,"Tiscali SpA",45.0705,7.6868,"1/2/2016 15:29:12 GMT",Turin,14144,931,18,"Internet Explorer 11.0","Windows ","Mozilla/5.0 (Windows NT 6.3; Trident/7.0; rv:11.0) like Gecko"
130.25.*.*,Airasca,12,Italy,"Vodafone Italia DSL",44.9172,7.4832,"1/2/2016 15:30:00 GMT",Turin,902,523,67,"Chrome 47.0.2526.106","Windows 7","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
2.34.*.*,Turin,12,Italy,"Vodafone Italia DSL",45.0705,7.6868,"1/2/2016 15:30:23 GMT",Turin,9811,542,46,"Chrome 47.0.2526.106","Windows 7","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
79.30.*.*,Mestre,20,Italy,"Telecom Italia",45.4917,12.2454,"1/2/2016 15:30:48 GMT",Turin,1005,385,48,"Firefox 43.0","Windows 7","Mozilla/5.0 (Windows NT 6.1; rv:43.0) Gecko/20100101 Firefox/43.0"
2.230.*.*,Turin,12,Italy,Fastweb,45.0705,7.6868,"1/2/2016 15:31:00 GMT",Turin,84369,10020,21,"Chrome 47.0.2526.106","Windows ","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
79.54.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/2/2016 15:31:13 GMT",Turin,13379,902,17,"Chrome 47.0.2526.106","Windows ","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
87.4.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/2/2016 15:34:18 GMT",Turin,33,107,2158,"Chrome 47.0.2526.106","Windows ","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
79.45.*.*,Cossato,12,Italy,"Telecom Italia",45.5514,8.1861,"1/2/2016 15:36:09 GMT",Turin,4017,336,49,"Firefox 43.0","Windows ","Mozilla/5.0 (Windows NT 10.0; WOW64; rv:43.0) Gecko/20100101 Firefox/43.0"
95.232.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/2/2016 15:36:34 GMT",Turin,5616,85,62,"Firefox 42.0","Linux ","Mozilla/5.0 (X11; Linux x86_64; rv:42.0) Gecko/20100101 Firefox/42.0"
93.88.*.*,"Ala Di Stura",12,Italy,"ENTER S.r.l.",45.3149,7.3035,"1/2/2016 15:36:55 GMT",Turin,3620,6271,23,"Chrome 39.0.2171.95","Windows 7","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
93.144.*.*,Rivoli,12,Italy,"Vodafone Italia DSL",45.0621,7.5277,"1/2/2016 15:37:12 GMT",Turin,19706,18809,21,"Chrome 47.0.2526.106","Windows 7","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
188.152.*.*,Turin,12,Italy,"Vodafone Italia DSL",45.0705,7.6868,"1/2/2016 15:37:16 GMT",Turin,4598,529,89,"Internet Explorer 11.0","Windows 7","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko"
80.180.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/2/2016 15:37:31 GMT",Turin,2157,356,49,"Chrome 47.0.2526.106","Windows ","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
95.232.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/2/2016 15:37:47 GMT",Turin,4316,89,61,"Firefox 42.0","Linux ","Mozilla/5.0 (X11; Linux x86_64; rv:42.0) Gecko/20100101 Firefox/42.0"
93.144.*.*,Rivoli,12,Italy,"Vodafone Italia DSL",45.0621,7.5277,"1/2/2016 15:38:09 GMT",Turin,17983,18692,22,"Chrome 47.0.2526.106","Windows 7","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
82.56.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/2/2016 15:38:43 GMT",Turin,5187,880,33,"Chrome 39.0.2171.95","Windows ","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
93.144.*.*,Rivoli,12,Italy,"Vodafone Italia DSL",45.0621,7.5277,"1/2/2016 15:38:59 GMT",Turin,21066,18730,22,"Chrome 47.0.2526.106","Windows 7","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
93.144.*.*,Rivoli,12,Italy,"Vodafone Italia DSL",45.0621,7.5277,"1/2/2016 15:40:33 GMT",Turin,21473,18549,22,"Chrome 47.0.2526.106","Windows 7","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
94.125.*.*,Bardonecchia,12,Italy,"PSA S.r.l.",45.0746,6.6989,"1/2/2016 15:40:41 GMT",Turin,65151,31341,10,"Safari 9.0.2","Mac OS X","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9"
84.220.*.*,Turin,12,Italy,"Tiscali SpA",45.0705,7.6868,"1/2/2016 15:41:30 GMT",Turin,6887,675,23,"Chrome 47.0.2526.106","Windows 7","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
93.144.*.*,Rivoli,12,Italy,"Vodafone Italia DSL",45.0621,7.5277,"1/2/2016 15:41:36 GMT",Turin,30551,18196,22,"Chrome 47.0.2526.106","Windows 7","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
93.56.*.*,Turin,12,Italy,Fastweb,45.0705,7.6868,"1/2/2016 15:42:25 GMT",Turin,3362,398,46,"Chrome 47.0.2526.106","Windows ","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
93.144.*.*,Rivoli,12,Italy,"Vodafone Italia DSL",45.0621,7.5277,"1/2/2016 15:42:28 GMT",Turin,21251,18365,22,"Chrome 47.0.2526.106","Windows 7","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
79.54.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/2/2016 15:42:35 GMT",Turin,3481,70,63,"Firefox 42.0","Linux ","Mozilla/5.0 (X11; Linux x86_64; rv:42.0) Gecko/20100101 Firefox/42.0"
80.180.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/2/2016 15:42:46 GMT",Turin,3094,398,63,"Chrome 47.0.2526.106","Windows ","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
151.32.*.*,Moncalieri,12,Italy,"Wind Telecomunicazioni",45,7.6833,"1/2/2016 15:43:16 GMT",Turin,10221,831,18,"Firefox 43.0","Windows 7","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:43.0) Gecko/20100101 Firefox/43.0"
93.144.*.*,Rivoli,12,Italy,"Vodafone Italia DSL",45.0621,7.5277,"1/2/2016 15:43:51 GMT",Turin,24675,17001,21,"Chrome 47.0.2526.106","Windows 7","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
151.32.*.*,Turin,12,Italy,"Wind Telecomunicazioni",45.0705,7.6868,"1/2/2016 15:44:12 GMT",Turin,14455,646,19,"Chrome 38.0.2125.104","Windows ","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.104 Safari/537.36"
87.4.*.*,Imperia,08,Italy,"Telecom Italia",43.8833,8.05,"1/2/2016 15:44:28 GMT",Turin,916,382,43,"Firefox 43.0","Windows XP","Mozilla/5.0 (Windows NT 5.1; rv:43.0) Gecko/20100101 Firefox/43.0"
93.38.*.*,Turin,12,Italy,Fastweb,45.0705,7.6868,"1/2/2016 15:44:33 GMT",Turin,55209,9150,11,"Chrome 47.0.2526.106","ChromeOS ","Mozilla/5.0 (X11; CrOS armv7l 7520.63.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36"
82.54.*.*,Turin,12,Italy,"Telecom Italia",45.0705,7.6868,"1/2/2016 15:44:51 GMT",Turin,28555,2998,14,"Chrome 44.0.2403.125","Windows ","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.125 Safari/537.36"
93.39.*.*,Turin,12,Italy,Fastweb,45.0705,7.6868,"1/2/2016 15:46:11 GMT",Turin,12259,7596,7,"Firefox 43.0","Windows ","Mozilla/5.0 (Windows NT 6.2; WOW64; rv:43.0) Gecko/20100101 Firefox/43.0"
